hide_gender,שנת אבחנה,מגדר ולאום,לאום,מגדר,סוג סרטן,קבוצת גיל,יבשת מוצא,מקדם עולמי,ASR Total,ASR_T,Cancer Rate,gender_code,ind_single_gender,World_Coefficient_N,אוכלוסיה,אוכלוסיה מחושבת,מספר מקרי סרטן,"סה""כ אוכלוסיה",סוגי סרטן לפי מגדר,סכום מקרי הסרטן
FALSE,2015,"נקבה, יהודי ואחר",יהודי ואחר,נקבה,lung,60-64,,4000,2.86,2.86,71.41,2,0,"4,000",172250,172250,123,172250,3,123
FALSE,2015,"נקבה, יהודי ואחר",יהודי ואחר,נקבה,lung,50-54,,5000,1.11,1.11,22.17,2,0,"5,000",166862,166862,37,166862,3,37
FALSE,2015,"נקבה, יהודי ואחר",יהודי ואחר,נקבה,lung,30-34,,6000,0.03,0.03,0.43,2,0,"6,000",233738,233738,1,233738,3,1
FALSE,2015,"נקבה, יהודי ואחר",יהודי ואחר,נקבה,lung,35-39,,6000,0.16,0.16,2.67,2,0,"6,000",224378,224378,6,224378,3,6
FALSE,2015,"נקבה, יהודי ואחר",יהודי ואחר,נקבה,lung,40-44,,6000,0.34,0.34,5.71,2,0,"6,000",210120,210120,12,210120,3,12
FALSE,2015,"נקבה, יהודי ואחר",יהודי ואחר,נקבה,lung,45-49,,6000,0.84,0.84,14.04,2,0,"6,000",178050,178050,25,178050,3,25
FALSE,2015,"נקבה, יהודי ואחר",יהודי ואחר,נקבה,lung,20-24,,8000,0,0,0,2,0,"8,000",219356,219356,0,219356,3,0
FALSE,2015,"נקבה, יהודי ואחר",יהודי ואחר,נקבה,lung,25-29,,8000,0.07,0.07,0.88,2,0,"8,000",228475,228475,2,228475,3,2
FALSE,2015,"נקבה, יהודי ואחר",יהודי ואחר,נקבה,lung,אוק-14,,9000,0,0,0,2,0,"9,000",251508,251508,0,251508,3,0
FALSE,2015,"נקבה, יהודי ואחר",יהודי ואחר,נקבה,lung,15-19,,9000,0.04,0.04,0.44,2,0,"9,000",227091,227091,1,227091,3,1
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,05-ספט,,10000,0,0,0,1,0,"10,000",100054,100054,0,100054,3,0
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,0-4,,12000,0,0,0,1,0,"12,000",102843,102843,0,102843,3,0
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,70-74,,2000,8.95,8.95,447.45,1,0,"2,000",10057,10057,45,10057,3,45
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,75+,,2000,9.7,9.7,485.11,1,0,"2,000",11750,11750,57,11750,3,57
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,65-69,,3000,9.09,9.09,302.84,1,0,"3,000",12878,12878,39,12878,3,39
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,55-59,,4000,5.66,5.66,141.54,1,0,"4,000",26848,26848,38,26848,3,38
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,60-64,,4000,5.57,5.57,139.15,1,0,"4,000",19403,19403,27,19403,3,27
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,50-54,,5000,4.04,4.04,80.81,1,0,"5,000",37126,37126,30,37126,3,30
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,30-34,,6000,0.11,0.11,1.77,1,0,"6,000",56467,56467,1,56467,3,1
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,35-39,,6000,0.21,0.21,3.56,1,0,"6,000",56251,56251,2,56251,3,2
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,40-44,,6000,0.81,0.81,13.45,1,0,"6,000",52043,52043,7,52043,3,7
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,45-49,,6000,1.36,1.36,22.6,1,0,"6,000",44243,44243,10,44243,3,10
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,20-24,,8000,0,0,0,1,0,"8,000",83171,83171,0,83171,3,0
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,25-29,,8000,0,0,0,1,0,"8,000",65605,65605,0,65605,3,0
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,אוק-14,,9000,0,0,0,1,0,"9,000",104257,104257,0,104257,3,0
FALSE,2015,"זכר, ערבי",ערבי,זכר,lung,15-19,,9000,0,0,0,1,0,"9,000",96197,96197,0,96197,3,0
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,05-ספט,,10000,0,0,0,2,0,"10,000",95228,95228,0,95228,3,0
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,0-4,,12000,0,0,0,2,0,"12,000",97346,97346,0,97346,3,0
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,70-74,,2000,2.47,2.47,123.48,2,0,"2,000",11338,11338,14,11338,3,14
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,75+,,2000,1.97,1.97,98.26,2,0,"2,000",15266,15266,15,15266,3,15
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,65-69,,3000,1.06,1.06,35.21,2,0,"3,000",14202,14202,5,14202,3,5
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,55-59,,4000,0.72,0.72,18.06,2,0,"4,000",27684,27684,5,27684,3,5
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,60-64,,4000,1.15,1.15,28.72,2,0,"4,000",20892,20892,6,20892,3,6
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,50-54,,5000,0.27,0.27,5.33,2,0,"5,000",37548,37548,2,37548,3,2
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,30-34,,6000,0,0,0,2,0,"6,000",55488,55488,0,55488,3,0
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,35-39,,6000,0,0,0,2,0,"6,000",55585,55585,0,55585,3,0
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,40-44,,6000,0.12,0.12,1.94,2,0,"6,000",51437,51437,1,51437,3,1
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,45-49,,6000,0.41,0.41,6.91,2,0,"6,000",43432,43432,3,43432,3,3
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,20-24,,8000,0.1,0.1,1.26,2,0,"8,000",79220,79220,1,79220,3,1
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,25-29,,8000,0,0,0,2,0,"8,000",64272,64272,0,64272,3,0
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,אוק-14,,9000,0,0,0,2,0,"9,000",99129,99129,0,99129,3,0
FALSE,2015,"נקבה, ערבי",ערבי,נקבה,lung,15-19,,9000,0,0,0,2,0,"9,000",91772,91772,0,91772,3,0
,,,,,,,,,,,,,,,,,2594,,,
